JobID,WelderName,BusinessTool,ProductType,MaterialType,RodDiameter(mm),Thickness(mm),WeldLength(cm),ProductionTime(min),WeldStrength(%),HeatInput(J/cm),DefectCount,PenetrationDepth(mm),WireUsed(kg),WeldingMethod,LaborCost(₹),MaterialCost(₹),TransportCost(₹),OverheadCost(₹),TotalCost(₹),Quantity,UnitPrice(₹),QA_Status,ReworkNeeded,ProfitMargin(%)
JOB1379,Welder_3,Compressor,Steel Frame,,4.76,14.13,78.8,297.0,83.5,349.3,2.0,8.13,0.5,Arc,1480.0,2733.0,382.0,1806.0,6401.0,,8036.0,Pending,No,28.77
JOB1380,Welder_18,Grinder,Pipe Joint,Stainless Steel,9.34,6.16,129.9,37.0,63.4,122.5,4.0,8.99,3.2,Laser,1191.0,3822.0,410.0,1457.0,6880.0,37.0,5780.0,Pass,Yes,7.72
JOB1381,Welder_2,Compressor,Pipe Joint,Mild Steel,4.32,4.62,,10.0,78.0,109.6,1.0,3.55,1.78,Gas,1947.0,,259.0,1007.0,7910.0,14.0,2772.0,Fail,No,5.82
JOB1382,Welder_11,Lathe,Steel Frame,Copper,5.76,4.51,6.4,197.0,90.3,280.0,3.0,4.94,4.46,TIG,1789.0,4718.0,415.0,1277.0,8199.0,9.0,4902.0,Pass,No,20.2
JOB1383,Welder_10,Welder,Auto Component,Titanium,9.12,7.5,117.8,65.0,91.8,233.1,,4.19,1.97,Laser,1910.0,2601.0,976.0,1713.0,7200.0,10.0,6726.0,,Yes,28.73
JOB1384,Welder_20,Compressor,Machinery Part,,7.66,9.17,71.8,,79.8,275.3,4.0,1.65,,Laser,299.0,1806.0,767.0,1936.0,4808.0,7.0,7200.0,Fail,Yes,29.74
JOB1385,Welder_19,Lathe,Machinery Part,Mild Steel,2.5,16.79,148.4,121.0,95.8,205.1,2.0,7.06,1.71,Gas,238.0,2137.0,255.0,724.0,3354.0,28.0,4138.0,Pending,Yes,17.1
JOB1386,Welder_28,Grinder,Pipe Joint,Copper,3.18,3.28,75.1,295.0,70.7,165.9,0.0,8.43,1.15,TIG,462.0,1640.0,987.0,886.0,,46.0,8213.0,Pending,No,16.7
JOB1387,,Grinder,,Aluminium,2.06,14.96,148.1,45.0,76.4,375.7,3.0,3.74,3.12,Arc,349.0,1115.0,813.0,1105.0,3382.0,25.0,3416.0,Fail,No,
JOB1388,Welder_27,Lathe,,Stainless Steel,7.05,11.1,114.4,226.0,95.9,305.8,0.0,9.91,1.26,Gas,1856.0,4709.0,567.0,1833.0,8965.0,46.0,8051.0,Fail,Yes,18.89
JOB1389,Welder_2,Grinder,Tank Base,Stainless Steel,5.58,6.47,41.0,89.0,95.9,180.1,3.0,1.68,2.41,Laser,889.0,2066.0,,,4926.0,,2584.0,Pass,Yes,20.85
JOB1390,Welder_20,Lathe,,Aluminium,3.07,10.36,83.1,92.0,87.4,227.8,1.0,6.96,2.57,Laser,1012.0,1476.0,561.0,1918.0,4967.0,2.0,2046.0,Fail,No,26.85
JOB1391,Welder_24,Compressor,Pipe Joint,Mild Steel,9.66,6.7,148.9,74.0,94.4,336.7,,5.03,0.59,MIG,1553.0,1816.0,953.0,1750.0,6072.0,17.0,7984.0,Pass,No,23.66
JOB1392,Welder_24,Compressor,Machinery Part,Stainless Steel,6.24,12.33,129.3,137.0,63.6,128.9,1.0,,0.58,TIG,1343.0,2839.0,216.0,1248.0,5646.0,4.0,,Fail,No,17.42
JOB1393,Welder_10,Lathe,Auto Component,Titanium,3.94,9.24,19.1,31.0,94.6,159.0,4.0,5.12,2.84,MIG,1807.0,4856.0,765.0,954.0,8382.0,13.0,6719.0,Pending,Yes,16.55
JOB1394,Welder_11,Compressor,Steel Frame,Aluminium,6.0,4.12,,225.0,72.8,,2.0,3.33,3.63,Arc,418.0,2596.0,463.0,773.0,4250.0,18.0,8222.0,Pass,No,20.99
JOB1395,Welder_14,Compressor,Auto Component,Aluminium,7.44,3.22,55.1,116.0,67.1,424.9,4.0,7.44,4.74,Gas,1105.0,878.0,942.0,,3792.0,3.0,2176.0,Fail,No,16.39
JOB1396,Welder_3,Compressor,Steel Frame,Stainless Steel,2.61,11.39,6.0,118.0,69.6,401.0,1.0,7.49,1.31,Laser,,3965.0,730.0,1684.0,,37.0,7411.0,Pass,Yes,16.44
JOB1397,Welder_28,Cutter,Steel Frame,Mild Steel,4.2,18.15,63.5,190.0,76.7,401.3,3.0,3.54,,TIG,443.0,2771.0,810.0,510.0,4534.0,33.0,9074.0,Pass,No,5.41
JOB1398,Welder_3,Welder,Pipe Joint,Titanium,8.46,7.54,39.0,173.0,70.0,386.5,4.0,8.52,0.73,Laser,1085.0,1546.0,,1502.0,,41.0,4288.0,,Yes,9.35
JOB1399,Welder_12,Grinder,Auto Component,Mild Steel,5.68,14.93,123.7,77.0,72.8,367.8,0.0,3.85,2.46,MIG,786.0,1507.0,874.0,1381.0,4548.0,24.0,2315.0,Pending,No,17.21
JOB1400,Welder_2,Cutter,Auto Component,Copper,6.37,13.51,53.9,189.0,65.4,290.8,3.0,7.53,3.3,MIG,717.0,609.0,283.0,,3005.0,,1892.0,Fail,Yes,25.57
JOB1401,Welder_20,Compressor,Machinery Part,Copper,,18.7,125.0,190.0,71.8,356.9,3.0,2.09,4.28,Gas,1244.0,3271.0,759.0,514.0,5788.0,35.0,6169.0,Fail,Yes,11.97
JOB1402,Welder_18,Lathe,Machinery Part,Stainless Steel,2.35,16.6,5.1,178.0,82.9,115.3,1.0,2.52,3.57,TIG,389.0,4383.0,265.0,1199.0,6236.0,2.0,9298.0,Pass,Yes,18.07
JOB1403,,Compressor,Pipe Joint,Stainless Steel,3.33,11.77,49.6,,,348.6,1.0,3.84,1.44,TIG,1448.0,3100.0,174.0,1396.0,6118.0,33.0,4080.0,Fail,No,13.62
JOB1404,Welder_22,Welder,,Stainless Steel,5.56,13.48,,75.0,73.9,411.2,2.0,6.34,2.58,Gas,1114.0,3743.0,847.0,766.0,6470.0,12.0,9936.0,Pending,No,7.62
JOB1405,Welder_10,Compressor,Tank Base,Copper,3.67,18.07,38.9,30.0,89.9,300.1,2.0,6.81,4.6,MIG,814.0,,925.0,1594.0,4838.0,22.0,7466.0,Pass,No,28.96
JOB1406,Welder_14,Lathe,Machinery Part,Mild Steel,2.4,8.59,14.9,109.0,95.7,243.0,0.0,4.57,1.97,MIG,,805.0,371.0,1822.0,4053.0,13.0,9813.0,Pending,,26.37
JOB1407,Welder_6,Welder,Steel Frame,Mild Steel,8.75,7.21,32.1,112.0,90.3,211.0,3.0,1.7,2.74,MIG,665.0,1458.0,790.0,653.0,3566.0,10.0,6090.0,Pending,Yes,6.96
JOB1408,,Compressor,Auto Component,Stainless Steel,9.85,1.21,85.6,56.0,73.3,,0.0,4.36,,Laser,298.0,1453.0,602.0,1557.0,3910.0,17.0,5240.0,Fail,No,22.99
JOB1409,Welder_4,Welder,Pipe Joint,Titanium,8.35,16.7,47.2,48.0,89.8,377.1,0.0,7.2,3.81,Arc,1029.0,3168.0,894.0,1642.0,6733.0,43.0,1411.0,Fail,No,13.69
JOB1410,Welder_15,Grinder,,Mild Steel,8.83,16.22,65.5,294.0,,448.4,1.0,7.04,3.86,MIG,1586.0,4038.0,662.0,1342.0,7628.0,5.0,9305.0,Pass,Yes,29.87
JOB1411,Welder_6,Grinder,Auto Component,Copper,3.94,2.98,59.6,99.0,65.2,236.9,0.0,2.44,1.64,Arc,1196.0,3177.0,686.0,924.0,5983.0,9.0,3446.0,Pending,Yes,12.56
JOB1412,Welder_21,Compressor,Tank Base,Aluminium,9.69,11.96,132.0,94.0,73.8,407.9,0.0,1.07,2.37,,1306.0,2130.0,755.0,1898.0,6089.0,13.0,4346.0,Fail,,10.97
JOB1413,Welder_18,Welder,,Aluminium,3.58,9.82,136.3,282.0,92.3,324.5,4.0,7.78,0.87,TIG,1916.0,2291.0,442.0,671.0,5320.0,23.0,1085.0,Pass,Yes,19.2
JOB1414,Welder_10,Lathe,Pipe Joint,Aluminium,9.61,3.26,76.5,197.0,69.9,453.1,2.0,1.96,3.23,Gas,1887.0,3103.0,799.0,483.0,6272.0,30.0,8749.0,Pass,No,25.88
JOB1415,Welder_16,Compressor,Auto Component,Titanium,9.96,19.63,52.9,168.0,,311.1,2.0,1.74,0.97,,255.0,2471.0,734.0,,5060.0,43.0,5142.0,Fail,Yes,
JOB1416,Welder_4,Grinder,Pipe Joint,Stainless Steel,7.69,5.08,20.5,252.0,65.3,307.1,3.0,1.02,4.26,Arc,1925.0,566.0,943.0,973.0,4407.0,4.0,8087.0,Pending,No,22.74
JOB1417,Welder_5,Grinder,Steel Frame,Copper,9.85,2.28,143.2,82.0,94.3,,2.0,4.89,4.17,Laser,1245.0,1334.0,350.0,1054.0,3983.0,21.0,8368.0,Pass,No,6.54
JOB1418,Welder_11,Compressor,Tank Base,Titanium,6.56,12.3,13.7,58.0,85.4,399.7,3.0,5.53,2.9,TIG,779.0,705.0,907.0,1468.0,3859.0,43.0,6834.0,Fail,Yes,27.97
JOB1419,Welder_16,Welder,Steel Frame,Copper,4.08,15.04,48.2,110.0,70.1,485.9,4.0,6.74,1.14,MIG,384.0,3333.0,934.0,1981.0,6632.0,9.0,1803.0,Pass,Yes,
JOB1420,Welder_4,Grinder,Pipe Joint,Copper,5.5,1.62,48.2,11.0,82.2,129.4,2.0,3.66,0.62,Arc,721.0,4750.0,229.0,1404.0,7104.0,7.0,7719.0,Fail,Yes,27.86
JOB1421,,Welder,Pipe Joint,,6.75,13.52,51.5,253.0,81.1,121.4,4.0,7.39,4.09,Gas,,2214.0,863.0,621.0,5499.0,16.0,7085.0,Pass,Yes,17.27
JOB1422,Welder_9,Grinder,Machinery Part,Aluminium,2.58,11.11,28.8,185.0,86.2,475.0,2.0,2.52,3.2,,463.0,2032.0,,734.0,3686.0,23.0,5182.0,Pending,Yes,16.2
JOB1423,Welder_6,Grinder,Auto Component,Stainless Steel,6.98,2.96,118.6,247.0,69.3,,2.0,8.49,3.7,Laser,1448.0,3645.0,791.0,1366.0,7250.0,23.0,1264.0,Pass,No,29.33
JOB1424,Welder_18,Cutter,Auto Component,Titanium,,4.28,22.8,68.0,94.6,346.0,4.0,6.15,1.87,MIG,1858.0,3620.0,507.0,1636.0,7621.0,31.0,4093.0,Fail,Yes,29.76
JOB1425,Welder_26,Grinder,Steel Frame,Titanium,3.52,11.79,97.1,108.0,72.4,293.0,0.0,6.26,2.79,Laser,1261.0,1207.0,960.0,592.0,4020.0,5.0,5798.0,Fail,No,21.25
JOB1426,Welder_19,Lathe,Tank Base,Titanium,8.34,6.63,23.0,11.0,87.8,137.5,0.0,2.89,3.86,Gas,1202.0,678.0,594.0,987.0,3461.0,6.0,9143.0,Fail,Yes,8.18
JOB1427,Welder_13,Compressor,Auto Component,Stainless Steel,9.26,,15.2,252.0,60.6,407.2,0.0,,2.58,Arc,322.0,612.0,,1187.0,2842.0,,1325.0,Pending,No,17.65
JOB1428,,Compressor,Machinery Part,Copper,9.55,16.56,136.9,220.0,74.9,,0.0,5.18,3.21,Gas,1379.0,1256.0,581.0,368.0,3584.0,48.0,2206.0,Fail,No,
JOB1429,Welder_24,Welder,Steel Frame,Copper,9.68,,32.6,132.0,74.1,224.7,2.0,6.54,,Laser,500.0,1396.0,949.0,355.0,3200.0,28.0,2440.0,Fail,No,17.86
JOB1430,Welder_11,Grinder,Steel Frame,Mild Steel,6.17,5.93,124.1,238.0,81.7,222.5,1.0,1.86,1.47,Laser,1032.0,3368.0,177.0,930.0,5507.0,18.0,6184.0,Pending,Yes,19.24
JOB1431,Welder_2,Lathe,Machinery Part,Titanium,,19.42,84.0,91.0,62.9,435.1,4.0,9.55,0.8,Gas,1290.0,,613.0,1527.0,4088.0,24.0,9746.0,Fail,Yes,
JOB1432,Welder_22,Welder,,Copper,8.06,9.19,16.3,153.0,91.6,128.9,1.0,9.82,2.89,Gas,844.0,1285.0,420.0,719.0,3268.0,13.0,6136.0,Fail,Yes,22.78
JOB1433,Welder_25,Cutter,Machinery Part,Mild Steel,3.29,7.6,143.5,149.0,68.7,452.4,1.0,5.91,0.78,Gas,1073.0,2303.0,887.0,866.0,5129.0,33.0,9140.0,Pending,No,22.81
JOB1434,,,Tank Base,Copper,5.82,1.96,40.8,38.0,87.1,202.7,3.0,9.55,3.95,MIG,593.0,2339.0,,849.0,4170.0,10.0,6819.0,Pass,No,7.89
JOB1435,,Welder,Machinery Part,Titanium,7.75,2.0,129.6,279.0,92.1,337.2,0.0,2.62,3.74,Laser,1875.0,3668.0,396.0,,6481.0,7.0,9069.0,,Yes,19.26
JOB1436,Welder_21,Grinder,Machinery Part,Aluminium,3.98,14.15,29.5,256.0,82.5,474.4,2.0,1.23,4.47,TIG,1817.0,2798.0,780.0,1524.0,6919.0,37.0,3036.0,,Yes,19.21
JOB1437,Welder_10,Cutter,Pipe Joint,Titanium,7.12,9.7,128.8,21.0,89.6,371.2,0.0,1.35,3.38,MIG,1793.0,4578.0,851.0,1047.0,8269.0,32.0,,Pending,No,22.06
JOB1438,Welder_16,Welder,Steel Frame,Stainless Steel,7.33,5.3,6.9,115.0,86.5,265.8,0.0,6.29,0.8,MIG,860.0,2042.0,574.0,1797.0,5273.0,45.0,4629.0,Fail,,7.13
JOB1439,Welder_19,Lathe,Machinery Part,Copper,3.3,,79.2,41.0,74.2,375.8,1.0,1.55,1.64,MIG,1628.0,4708.0,122.0,826.0,7284.0,22.0,9963.0,Fail,Yes,20.66
JOB1440,Welder_13,Lathe,Machinery Part,Copper,6.52,5.8,116.6,83.0,92.4,237.6,3.0,9.63,4.14,TIG,1672.0,4854.0,905.0,1979.0,9410.0,16.0,6314.0,Pending,Yes,12.02
JOB1441,Welder_19,,Auto Component,Stainless Steel,8.17,11.98,,,71.8,210.9,0.0,2.28,1.25,Gas,1354.0,2654.0,271.0,376.0,4655.0,24.0,3456.0,Fail,Yes,17.68
JOB1442,Welder_24,Cutter,Steel Frame,Stainless Steel,5.99,7.82,136.8,78.0,82.8,498.7,4.0,3.74,3.64,Laser,268.0,1074.0,934.0,1801.0,4077.0,14.0,9662.0,Pass,No,24.33
JOB1443,Welder_25,Cutter,Auto Component,Aluminium,2.1,16.65,123.8,146.0,89.8,400.3,4.0,,4.01,Arc,1568.0,3538.0,,739.0,6262.0,11.0,2370.0,Pass,No,22.64
JOB1444,Welder_9,Compressor,Steel Frame,Copper,2.07,16.59,133.8,109.0,75.2,357.9,0.0,2.97,1.99,Arc,961.0,1881.0,897.0,1586.0,5325.0,19.0,,Pending,Yes,7.97
,Welder_18,,Auto Component,Copper,4.86,10.07,33.9,155.0,72.1,,1.0,3.19,1.95,Laser,519.0,1722.0,954.0,1508.0,,23.0,9863.0,Fail,Yes,19.78
JOB1446,Welder_29,Cutter,Machinery Part,Aluminium,9.41,7.67,,18.0,78.4,119.7,1.0,6.78,3.01,TIG,376.0,2974.0,292.0,,5020.0,34.0,2174.0,Fail,Yes,29.23
JOB1447,Welder_6,Lathe,Machinery Part,Mild Steel,3.83,7.89,46.9,71.0,92.7,112.4,2.0,,4.38,Arc,783.0,,780.0,1631.0,5195.0,40.0,1110.0,Pending,Yes,8.92
JOB1448,Welder_16,Lathe,Pipe Joint,Aluminium,7.07,16.31,59.7,194.0,97.2,321.7,3.0,2.96,1.51,MIG,1752.0,1358.0,217.0,815.0,4142.0,13.0,4559.0,Pass,Yes,26.32
JOB1449,Welder_28,Grinder,Auto Component,Titanium,3.78,7.24,62.0,38.0,81.8,404.8,1.0,3.29,4.74,,1383.0,4074.0,105.0,1622.0,7184.0,39.0,7692.0,Pass,No,22.56
JOB1450,Welder_30,Cutter,Tank Base,Copper,4.57,4.97,84.0,123.0,86.5,315.0,2.0,5.42,3.2,Laser,781.0,4229.0,942.0,1875.0,7827.0,44.0,4233.0,Pending,Yes,24.35
JOB1451,Welder_26,Welder,Pipe Joint,Stainless Steel,8.78,2.61,28.2,152.0,96.1,436.3,4.0,9.69,4.96,,1848.0,3465.0,582.0,1553.0,7448.0,28.0,2472.0,Fail,No,12.05
JOB1452,,Compressor,Auto Component,Titanium,7.83,9.87,105.2,129.0,63.9,,4.0,8.49,0.9,Arc,1967.0,3691.0,231.0,1700.0,7589.0,40.0,,Pass,No,12.2
JOB1453,Welder_1,Compressor,,Copper,2.76,10.16,29.3,179.0,69.3,246.7,4.0,3.56,1.07,Laser,,2096.0,192.0,1609.0,5653.0,16.0,5753.0,Fail,No,27.65
JOB1454,Welder_25,Welder,,Aluminium,5.43,16.98,50.0,166.0,88.4,,0.0,4.27,4.22,TIG,1358.0,2061.0,862.0,1461.0,5742.0,28.0,2833.0,Pass,No,14.0
JOB1455,Welder_20,Grinder,Machinery Part,Titanium,2.23,5.2,78.0,269.0,92.9,278.9,3.0,5.18,4.39,Laser,,3022.0,621.0,1801.0,7442.0,4.0,6928.0,Fail,No,6.58
JOB1456,Welder_18,Compressor,Auto Component,Copper,5.85,8.24,120.5,91.0,,129.0,2.0,9.81,2.5,TIG,310.0,3099.0,662.0,914.0,4985.0,28.0,9645.0,Pass,No,20.01
JOB1457,,Cutter,Machinery Part,Mild Steel,7.3,16.36,112.2,251.0,76.6,481.7,3.0,2.55,3.71,MIG,1198.0,2891.0,960.0,1330.0,6379.0,12.0,7816.0,Fail,No,8.12
JOB1458,Welder_27,Grinder,Pipe Joint,Mild Steel,2.95,16.65,98.6,181.0,63.6,189.3,0.0,4.22,4.4,Laser,957.0,3175.0,393.0,975.0,5500.0,16.0,1740.0,Pending,No,24.91
JOB1459,Welder_1,Cutter,Machinery Part,Stainless Steel,4.31,8.31,27.6,240.0,77.5,468.9,2.0,7.56,0.69,Gas,482.0,2683.0,740.0,1742.0,5647.0,49.0,8256.0,Pass,Yes,21.04
JOB1460,Welder_18,Lathe,Steel Frame,Copper,5.18,9.72,84.3,217.0,69.2,270.4,2.0,9.68,3.08,Gas,1743.0,776.0,491.0,1795.0,4805.0,36.0,3380.0,Pending,Yes,26.87
JOB1461,Welder_18,Grinder,Tank Base,Mild Steel,9.36,6.76,17.7,84.0,,494.2,1.0,2.4,4.34,Gas,1942.0,4382.0,348.0,719.0,7391.0,20.0,4680.0,Pass,Yes,24.62
JOB1462,Welder_5,Compressor,Auto Component,Aluminium,9.95,18.72,59.7,279.0,90.9,321.6,3.0,3.05,2.29,Gas,393.0,4104.0,,575.0,5785.0,26.0,3401.0,Pass,Yes,7.8
JOB1463,Welder_17,Grinder,Tank Base,Copper,2.36,3.25,65.0,,63.0,472.3,3.0,3.03,1.86,Gas,1166.0,2578.0,948.0,1884.0,6576.0,26.0,8177.0,Pass,Yes,14.53
JOB1464,Welder_29,Grinder,Machinery Part,Aluminium,8.09,18.74,10.8,71.0,93.1,102.1,1.0,1.19,4.08,TIG,1270.0,4842.0,694.0,907.0,7713.0,22.0,3006.0,Fail,No,24.36
JOB1465,Welder_21,Grinder,Auto Component,Aluminium,4.97,13.99,44.7,111.0,77.1,399.3,4.0,6.44,2.01,,1177.0,4577.0,802.0,870.0,7426.0,9.0,2409.0,Pass,No,15.43
JOB1466,Welder_19,Grinder,Machinery Part,Mild Steel,5.14,11.1,143.6,,83.8,461.2,0.0,7.04,0.51,MIG,541.0,4668.0,516.0,389.0,6114.0,5.0,2762.0,Pending,No,29.31
JOB1467,Welder_3,Cutter,Steel Frame,Copper,8.03,1.62,143.3,264.0,63.6,155.9,3.0,6.42,4.82,Gas,1465.0,1620.0,242.0,581.0,3908.0,17.0,1909.0,Fail,No,
JOB1468,Welder_23,Lathe,Pipe Joint,Titanium,9.35,10.04,56.1,29.0,73.5,138.5,1.0,1.64,3.16,Gas,721.0,3023.0,336.0,1871.0,5951.0,49.0,1760.0,Fail,No,5.39
JOB1469,Welder_26,Welder,Auto Component,,9.61,8.75,11.2,67.0,63.6,269.8,2.0,1.62,4.19,MIG,1593.0,3870.0,386.0,1494.0,7343.0,34.0,7638.0,Pass,Yes,27.0
JOB1470,Welder_27,,Steel Frame,Mild Steel,6.62,4.06,31.0,121.0,98.5,473.5,1.0,,4.21,MIG,1000.0,4882.0,376.0,937.0,7195.0,2.0,6612.0,Fail,Yes,7.52
JOB1471,,Compressor,Steel Frame,Copper,,,61.9,205.0,,317.0,4.0,3.61,0.8,Gas,1102.0,2408.0,486.0,1110.0,5106.0,7.0,4240.0,Pass,,8.51
JOB1472,Welder_13,Grinder,Auto Component,,8.3,,142.4,101.0,78.4,311.0,0.0,,1.27,TIG,330.0,4020.0,481.0,1678.0,6509.0,36.0,1530.0,Pending,Yes,23.36
JOB1473,Welder_12,Compressor,Machinery Part,Aluminium,4.01,11.68,25.5,61.0,68.9,156.5,,2.43,1.9,MIG,1493.0,4807.0,549.0,1527.0,8376.0,13.0,3560.0,Fail,Yes,26.62
JOB1474,Welder_20,Cutter,Steel Frame,Copper,6.51,14.58,115.7,17.0,97.3,100.3,,1.4,1.94,Laser,1013.0,4996.0,390.0,1612.0,8011.0,20.0,3177.0,Fail,Yes,18.41
JOB1475,Welder_25,Compressor,Tank Base,Aluminium,4.87,2.3,20.8,107.0,73.8,424.1,2.0,4.55,3.46,Laser,260.0,3605.0,268.0,1167.0,5300.0,30.0,6103.0,Pending,Yes,12.23
JOB1476,Welder_24,Welder,Steel Frame,Mild Steel,7.25,8.94,147.3,245.0,66.4,135.0,2.0,4.75,3.3,TIG,363.0,997.0,542.0,761.0,2663.0,30.0,,Pending,Yes,13.78
JOB1477,Welder_11,Lathe,Machinery Part,Stainless Steel,3.92,3.21,60.3,78.0,82.5,353.5,2.0,5.06,2.73,Arc,1748.0,4087.0,755.0,1932.0,8522.0,11.0,2537.0,Pass,No,13.57
JOB1478,Welder_27,Compressor,Machinery Part,Titanium,3.53,12.64,117.4,54.0,97.8,465.8,1.0,8.44,1.45,TIG,471.0,4693.0,283.0,1049.0,6496.0,31.0,3781.0,Fail,Yes,13.17
JOB1479,Welder_21,Compressor,Tank Base,,9.35,18.83,54.7,146.0,60.2,183.5,2.0,1.88,2.22,Gas,1943.0,,144.0,1496.0,6496.0,3.0,1946.0,Pending,Yes,11.07
JOB1480,Welder_29,Lathe,Steel Frame,Copper,2.81,13.57,96.0,243.0,69.5,366.1,2.0,7.34,2.95,Arc,1981.0,4300.0,854.0,600.0,7735.0,2.0,6257.0,Fail,No,20.22
JOB1481,,Welder,Machinery Part,Titanium,6.05,2.46,32.8,41.0,97.5,131.5,1.0,4.04,2.61,Gas,,962.0,926.0,899.0,3119.0,,6097.0,Pending,No,27.51
JOB1482,Welder_14,Grinder,Auto Component,Stainless Steel,3.77,,26.2,298.0,66.8,341.5,2.0,3.79,1.07,Laser,1467.0,3260.0,367.0,828.0,5922.0,3.0,3511.0,Fail,No,12.68
JOB1483,Welder_5,Compressor,Pipe Joint,Stainless Steel,2.31,11.46,141.0,135.0,64.5,165.6,4.0,9.39,3.42,MIG,1197.0,3957.0,575.0,439.0,6168.0,15.0,3188.0,Pending,,9.67
JOB1484,Welder_28,Lathe,Pipe Joint,Aluminium,2.29,8.66,138.1,76.0,82.8,394.4,4.0,3.24,0.83,Gas,,772.0,352.0,577.0,3358.0,17.0,7063.0,Fail,No,25.96
JOB1485,Welder_28,Cutter,Pipe Joint,Titanium,3.4,16.84,133.7,39.0,94.5,220.5,3.0,6.78,2.2,Laser,237.0,1650.0,495.0,962.0,3344.0,48.0,1881.0,Pass,No,23.54
JOB1486,Welder_23,Lathe,Steel Frame,Aluminium,8.93,16.48,95.7,123.0,79.1,,4.0,3.48,3.7,TIG,1791.0,3889.0,388.0,810.0,6878.0,7.0,2847.0,Fail,No,28.27
JOB1487,Welder_24,Cutter,Tank Base,Mild Steel,4.26,12.62,122.2,213.0,99.8,339.8,0.0,5.56,0.59,Gas,1542.0,518.0,311.0,1669.0,4040.0,48.0,7599.0,Pass,No,9.14
JOB1488,Welder_27,Welder,Machinery Part,Titanium,9.6,8.1,15.0,38.0,87.2,168.5,0.0,8.08,3.06,Laser,1733.0,2116.0,788.0,1463.0,6100.0,,2975.0,Pass,Yes,8.61
JOB1489,Welder_10,,Auto Component,Mild Steel,6.65,5.85,53.5,140.0,63.0,396.7,0.0,8.94,2.01,MIG,1599.0,3678.0,,413.0,5810.0,34.0,7577.0,Pass,No,18.54
JOB1490,Welder_25,Lathe,Auto Component,Aluminium,5.49,3.01,50.5,194.0,99.7,221.1,1.0,8.55,0.54,Gas,1783.0,4581.0,415.0,879.0,7658.0,33.0,6726.0,Fail,No,20.36
,Welder_16,Compressor,Steel Frame,Titanium,6.64,7.74,97.2,262.0,,364.9,4.0,6.24,1.36,Laser,816.0,,663.0,1830.0,4220.0,45.0,5568.0,Fail,Yes,17.0
JOB1492,Welder_2,Welder,Pipe Joint,Aluminium,6.13,8.85,56.6,295.0,71.5,163.3,0.0,3.24,4.73,Gas,673.0,1241.0,537.0,1689.0,4140.0,16.0,8163.0,Pass,No,
JOB1493,Welder_19,Lathe,Steel Frame,Titanium,8.07,13.84,26.5,71.0,82.3,375.2,3.0,6.95,2.85,MIG,258.0,3171.0,522.0,990.0,4941.0,37.0,7582.0,Pending,No,9.51
JOB1494,Welder_6,Compressor,Tank Base,Aluminium,4.26,13.51,91.5,12.0,72.2,151.3,1.0,7.39,4.99,Gas,788.0,3279.0,332.0,936.0,5335.0,3.0,9689.0,Fail,No,16.99
JOB1495,Welder_21,,Tank Base,Stainless Steel,4.82,2.33,123.1,77.0,63.5,270.1,3.0,1.1,2.86,Gas,698.0,3124.0,222.0,1720.0,5764.0,47.0,3216.0,Fail,No,21.45
JOB1496,Welder_5,Cutter,Machinery Part,Aluminium,9.15,8.51,60.4,34.0,60.1,198.9,4.0,4.95,2.95,Laser,,1014.0,,1122.0,4550.0,48.0,6701.0,Fail,Yes,15.82
,Welder_28,Lathe,Machinery Part,Stainless Steel,9.57,4.45,24.2,188.0,78.0,399.4,2.0,8.59,2.26,Arc,766.0,706.0,711.0,1174.0,3357.0,43.0,9017.0,,Yes,21.99
JOB1498,Welder_26,Lathe,Tank Base,Aluminium,9.14,3.98,33.5,150.0,93.5,204.8,3.0,5.41,1.9,Gas,766.0,1447.0,313.0,1239.0,,21.0,3608.0,Pass,No,16.28
,Welder_21,Lathe,Tank Base,,5.36,16.72,39.4,240.0,82.9,452.7,2.0,3.8,1.63,Arc,1352.0,2941.0,938.0,1982.0,7213.0,41.0,5809.0,Pending,Yes,13.34
JOB1500,Welder_24,Welder,Tank Base,Titanium,8.24,1.8,48.5,172.0,100.0,456.7,1.0,8.85,2.05,TIG,1103.0,2328.0,746.0,1241.0,5418.0,8.0,7345.0,Pending,Yes,12.59
JOB1501,Welder_25,Lathe,Steel Frame,Titanium,5.81,8.96,98.2,139.0,71.5,178.6,3.0,2.4,2.57,Gas,582.0,4098.0,929.0,1434.0,7043.0,22.0,1178.0,Pending,Yes,15.27
JOB1502,Welder_20,Compressor,Tank Base,Copper,5.98,4.2,92.1,255.0,,345.5,3.0,2.86,1.36,Arc,1611.0,2667.0,829.0,657.0,5764.0,5.0,8771.0,Pending,Yes,5.58
JOB1503,Welder_17,Cutter,Auto Component,Mild Steel,3.64,17.71,105.9,181.0,66.4,135.1,1.0,7.19,1.51,TIG,284.0,2156.0,699.0,1561.0,4700.0,17.0,8971.0,Pass,Yes,21.71
JOB1504,Welder_15,Cutter,Pipe Joint,Titanium,6.73,11.58,57.6,73.0,66.6,256.6,1.0,4.17,1.72,Laser,1733.0,1101.0,891.0,302.0,4027.0,37.0,2929.0,Fail,Yes,26.13
,Welder_16,Lathe,Tank Base,Stainless Steel,3.49,5.4,124.5,40.0,71.4,385.3,0.0,7.42,2.52,Gas,1949.0,1211.0,139.0,703.0,4002.0,14.0,3548.0,Fail,No,13.87
